lng,lat,dest_lng,dest_lat,time_s
-87.5933614086,41.8095969636,-87.7691960936,41.7784604941,4853
-87.5933614086,41.8095969636,-87.7272430628,41.7695687374,3930
-87.5933614086,41.8095969636,-87.695548386,41.7718490499,3270
-87.5933614086,41.8095969636,-87.666801359,41.7759025044,2741
-87.5933614086,41.8095969636,-87.6415606141,41.7753382456,2229
-87.5933614086,41.8095969636,-87.6159993134,41.7669573171,1829
-87.5933614086,41.8095969636,-87.6514869184,41.9218996159,2781
-87.5933614086,41.8095969636,-87.7071433238,41.7479965953,3792
-87.5933614086,41.8095969636,-87.6561609095,41.7433892887,2860
-87.5933614086,41.8095969636,-87.6762394297,41.7172935896,3593
-87.5933614086,41.8095969636,-87.6506245727,41.7159863761,3252
-87.5933614086,41.8095969636,-87.717747815,41.6968692635,5167
-87.5933614086,41.8095969636,-87.6690344105,41.6878025708,4139
-87.5933614086,41.8095969636,-87.8874544692,41.9731379747,-1
-87.5933614086,41.8095969636,-87.6611514222,41.9871697889,3966
-87.5933614086,41.8095969636,-87.8139807709,42.0071782564,5201
-87.6904392161,41.9760184484,-87.6163347894,41.8347038748,4182
-87.6904392161,41.9760184484,-87.6023885556,41.8240900087,4845
-87.6904392161,41.9760184484,-87.6324675015,41.8090762537,3826
-87.6904392161,41.9760184484,-87.6178849991,41.8129289169,4552
-87.6904392161,41.9760184484,-87.5933614086,41.8095969636,4083
-87.6904392161,41.9760184484,-87.6174427491,41.7911312433,4751
-87.6904392161,41.9760184484,-87.5907857873,41.7942340378,4122
-87.6904392161,41.9760184484,-87.591103864,41.7761334681,4346
-87.6904392161,41.9760184484,-87.6696044975,42.0104989522,1569
-87.6904392161,41.9760184484,-87.7703223329,41.9825042397,1981
-87.6904392161,41.9760184484,-87.7583068883,41.9917059089,1967
-87.6904392161,41.9760184484,-87.7261488733,41.9846051995,1294
-87.6904392161,41.9760184484,-87.7213693543,41.968521496,1358
-87.6904392161,41.9760184484,-87.7645780585,41.9535688785,2343
-87.6904392161,41.9760184484,-87.7210876711,41.9535127833,1410
-87.6904392161,41.9760184484,-87.806456747,41.9472647818,2793
-87.6904392161,41.9760184484,-87.7980809604,41.9278743552,3538
-87.6904392161,41.9760184484,-87.7660523178,41.9263941918,2966
-87.6904392161,41.9760184484,-87.692752708,42.0013058794,826
-87.6904392161,41.9760184484,-87.7322612632,41.9262258671,2331
-87.6904392161,41.9760184484,-87.7115523634,41.9392149708,1617
-87.6904392161,41.9760184484,-87.6975403474,41.9248265528,1498
-87.6904392161,41.9760184484,-87.7164903481,41.900872806,2512
-87.6904392161,41.9760184484,-87.6731828793,41.9021777644,2595
-87.6904392161,41.9760184484,-87.7728098301,41.8944136969,3353
-87.6904392161,41.9760184484,-87.7303958682,41.8782963834,3583
-87.6904392161,41.9760184484,-87.7048274062,41.878719841,3112
-87.6904392161,41.9760184484,-87.6633940945,41.8733728795,3596
-87.6904392161,41.9760184484,-87.7139721106,41.8582848402,4005
-87.6904392161,41.9760184484,-87.652637557,41.9661075197,1547
-87.6904392161,41.9760184484,-87.7133612858,41.8378379546,4131
-87.6904392161,41.9760184484,-87.6616155822,41.8474095044,4050
-87.6904392161,41.9760184484,-87.6203833666,41.8565996829,3906
-87.6904392161,41.9760184484,-87.6364609818,41.8406962182,4397
-87.6904392161,41.9760184484,-87.8072228108,41.9856125953,2527
-87.6904392161,41.9760184484,-87.6288765812,41.8989537971,2872
-87.6904392161,41.9760184484,-87.6203724059,41.8789724974,3367
-87.6904392161,41.9760184484,-87.5681135653,41.7626448354,5798
-87.6904392161,41.9760184484,-87.6174163989,41.736958739,4844
-87.6904392161,41.9760184484,-87.5817914573,41.7468320805,5129
-87.6904392161,41.9760184484,-87.5550587928,41.7389921662,5657
-87.6904392161,41.9760184484,-87.595610964,41.7294105994,5691
-87.6904392161,41.9760184484,-87.6717818648,41.8310103201,3989
-87.6904392161,41.9760184484,-87.6522001507,41.9469886855,1861
