lng,lat,dest_lng,dest_lat,time_s
-87.692752708,42.0013058794,-87.535020955,41.7078837283,6984
-87.692752708,42.0013058794,-87.6369389639,41.6713896802,6661
-87.692752708,42.0013058794,-87.5993467357,41.6653987328,-1
-87.692752708,42.0013058794,-87.556809916,41.6681847188,-1
-87.692752708,42.0013058794,-87.7696246581,41.8034030164,-1
-87.692752708,42.0013058794,-87.7261730216,41.8108057493,5766
-87.692752708,42.0013058794,-87.6991215254,41.81936451,5125
-87.692752708,42.0013058794,-87.6494664458,41.836409452,4750
-87.692752708,42.0013058794,-87.6599414275,41.8087268165,5056
-87.692752708,42.0013058794,-87.7255904576,41.7959029727,5481
-87.692752708,42.0013058794,-87.6962913388,41.7954730247,5290
-87.692752708,42.0013058794,-87.7691960936,41.7784604941,6428
-87.692752708,42.0013058794,-87.7272430628,41.7695687374,5981
-87.692752708,42.0013058794,-87.695548386,41.7718490499,5719
-87.692752708,42.0013058794,-87.666801359,41.7759025044,5623
-87.692752708,42.0013058794,-87.6415606141,41.7753382456,5374
-87.692752708,42.0013058794,-87.6159993134,41.7669573171,5217
-87.692752708,42.0013058794,-87.6514869184,41.9218996159,2682
-87.692752708,42.0013058794,-87.7071433238,41.7479965953,6221
-87.692752708,42.0013058794,-87.6561609095,41.7433892887,6171
-87.692752708,42.0013058794,-87.6762394297,41.7172935896,6684
-87.692752708,42.0013058794,-87.6506245727,41.7159863761,6443
-87.692752708,42.0013058794,-87.717747815,41.6968692635,7188
-87.692752708,42.0013058794,-87.6690344105,41.6878025708,6900
-87.692752708,42.0013058794,-87.8874544692,41.9731379747,-1
-87.692752708,42.0013058794,-87.6611514222,41.9871697889,1912
-87.692752708,42.0013058794,-87.8139807709,42.0071782564,4826
-87.7322612632,41.9262258671,-87.6163347894,41.8347038748,4292
-87.7322612632,41.9262258671,-87.6023885556,41.8240900087,5229
-87.7322612632,41.9262258671,-87.6324675015,41.8090762537,4146
-87.7322612632,41.9262258671,-87.6178849991,41.8129289169,4092
-87.7322612632,41.9262258671,-87.5933614086,41.8095969636,3979
-87.7322612632,41.9262258671,-87.6904392161,41.9760184484,3246
-87.7322612632,41.9262258671,-87.6174427491,41.7911312433,4608
-87.7322612632,41.9262258671,-87.5907857873,41.7942340378,4528
-87.7322612632,41.9262258671,-87.591103864,41.7761334681,5232
-87.7322612632,41.9262258671,-87.6696044975,42.0104989522,4335
-87.7322612632,41.9262258671,-87.7703223329,41.9825042397,3076
-87.7322612632,41.9262258671,-87.7583068883,41.9917059089,2855
-87.7322612632,41.9262258671,-87.7261488733,41.9846051995,2448
-87.7322612632,41.9262258671,-87.7213693543,41.968521496,2289
-87.7322612632,41.9262258671,-87.7645780585,41.9535688785,2216
-87.7322612632,41.9262258671,-87.7210876711,41.9535127833,1849
-87.7322612632,41.9262258671,-87.806456747,41.9472647818,2151
-87.7322612632,41.9262258671,-87.7980809604,41.9278743552,1672
-87.7322612632,41.9262258671,-87.7660523178,41.9263941918,1063
-87.7322612632,41.9262258671,-87.692752708,42.0013058794,3573
-87.7322612632,41.9262258671,-87.7115523634,41.9392149708,1286
-87.7322612632,41.9262258671,-87.6975403474,41.9248265528,1055
-87.7322612632,41.9262258671,-87.7164903481,41.900872806,1653
-87.7322612632,41.9262258671,-87.6731828793,41.9021777644,2749
-87.7322612632,41.9262258671,-87.7728098301,41.8944136969,2430
-87.7322612632,41.9262258671,-87.7303958682,41.8782963834,2218
-87.7322612632,41.9262258671,-87.7048274062,41.878719841,2646
-87.7322612632,41.9262258671,-87.6633940945,41.8733728795,3524
-87.7322612632,41.9262258671,-87.7139721106,41.8582848402,3070
-87.7322612632,41.9262258671,-87.652637557,41.9661075197,3771
-87.7322612632,41.9262258671,-87.7133612858,41.8378379546,3327
-87.7322612632,41.9262258671,-87.6616155822,41.8474095044,4745
-87.7322612632,41.9262258671,-87.6203833666,41.8565996829,3975
-87.7322612632,41.9262258671,-87.6364609818,41.8406962182,4311
-87.7322612632,41.9262258671,-87.8072228108,41.9856125953,2781
-87.7322612632,41.9262258671,-87.6288765812,41.8989537971,3192
-87.7322612632,41.9262258671,-87.6203724059,41.8789724974,3280
-87.7322612632,41.9262258671,-87.5681135653,41.7626448354,5694
-87.7322612632,41.9262258671,-87.6174163989,41.736958739,5164
-87.7322612632,41.9262258671,-87.5817914573,41.7468320805,5283
-87.7322612632,41.9262258671,-87.5550587928,41.7389921662,6440
-87.7322612632,41.9262258671,-87.595610964,41.7294105994,6311
-87.7322612632,41.9262258671,-87.6717818648,41.8310103201,4264
-87.7322612632,41.9262258671,-87.6522001507,41.9469886855,2961
-87.7322612632,41.9262258671,-87.5705121861,41.72989349,5263
-87.7322612632,41.9262258671,-87.6230081049,41.7122781921,5452
-87.7322612632,41.9262258671,-87.6851079785,41.9468770735,2572
-87.7322612632,41.9262258671,-87.5980333532,41.7038819518,6034
-87.7322612632,41.9262258671,-87.5720604263,41.6915254757,-1
-87.7322612632,41.9262258671,-87.535020955,41.7078837283,6407
-87.7322612632,41.9262258671,-87.6369389639,41.6713896802,6918
-87.7322612632,41.9262258671,-87.5993467357,41.6653987328,-1
-87.7322612632,41.9262258671,-87.556809916,41.6681847188,-1
-87.7322612632,41.9262258671,-87.7696246581,41.8034030164,-1
-87.7322612632,41.9262258671,-87.7261730216,41.8108057493,3721
-87.7322612632,41.9262258671,-87.6991215254,41.81936451,4457
-87.7322612632,41.9262258671,-87.6494664458,41.836409452,4244
-87.7322612632,41.9262258671,-87.6599414275,41.8087268165,4563
-87.7322612632,41.9262258671,-87.7255904576,41.7959029727,4270
-87.7322612632,41.9262258671,-87.6962913388,41.7954730247,5102
-87.7322612632,41.9262258671,-87.7691960936,41.7784604941,5001
-87.7322612632,41.9262258671,-87.7272430628,41.7695687374,4770
-87.7322612632,41.9262258671,-87.695548386,41.7718490499,5075
-87.7322612632,41.9262258671,-87.666801359,41.7759025044,4932
-87.7322612632,41.9262258671,-87.6415606141,41.7753382456,5181
-87.7322612632,41.9262258671,-87.6159993134,41.7669573171,4722
-87.7322612632,41.9262258671,-87.6514869184,41.9218996159,2651
-87.7322612632,41.9262258671,-87.7071433238,41.7479965953,5890
-87.7322612632,41.9262258671,-87.6561609095,41.7433892887,6416
-87.7322612632,41.9262258671,-87.6762394297,41.7172935896,6131
-87.7322612632,41.9262258671,-87.6506245727,41.7159863761,5740
-87.7322612632,41.9262258671,-87.717747815,41.6968692635,5977
-87.7322612632,41.9262258671,-87.6690344105,41.6878025708,6197
-87.7322612632,41.9262258671,-87.8874544692,41.9731379747,-1
-87.7322612632,41.9262258671,-87.6611514222,41.9871697889,3980
-87.7322612632,41.9262258671,-87.8139807709,42.0071782564,4479
-87.7115523634,41.9392149708,-87.6163347894,41.8347038748,3301
-87.7115523634,41.9392149708,-87.6023885556,41.8240900087,4026
-87.7115523634,41.9392149708,-87.6324675015,41.8090762537,2735
-87.7115523634,41.9392149708,-87.6178849991,41.8129289169,3281
-87.7115523634,41.9392149708,-87.5933614086,41.8095969636,3468
-87.7115523634,41.9392149708,-87.6904392161,41.9760184484,1749
-87.7115523634,41.9392149708,-87.6174427491,41.7911312433,3797
-87.7115523634,41.9392149708,-87.5907857873,41.7942340378,3687
-87.7115523634,41.9392149708,-87.591103864,41.7761334681,3840
-87.7115523634,41.9392149708,-87.6696044975,42.0104989522,3166
-87.7115523634,41.9392149708,-87.7703223329,41.9825042397,1471
-87.7115523634,41.9392149708,-87.7583068883,41.9917059089,2546
-87.7115523634,41.9392149708,-87.7261488733,41.9846051995,2000
-87.7115523634,41.9392149708,-87.7213693543,41.968521496,1448
-87.7115523634,41.9392149708,-87.7645780585,41.9535688785,1524
-87.7115523634,41.9392149708,-87.7210876711,41.9535127833,1035
-87.7115523634,41.9392149708,-87.806456747,41.9472647818,2334
-87.7115523634,41.9392149708,-87.7980809604,41.9278743552,2082
-87.7115523634,41.9392149708,-87.7660523178,41.9263941918,1747
-87.7115523634,41.9392149708,-87.692752708,42.0013058794,2375
-87.7115523634,41.9392149708,-87.7322612632,41.9262258671,1362
-87.7115523634,41.9392149708,-87.6975403474,41.9248265528,994
-87.7115523634,41.9392149708,-87.7164903481,41.900872806,1558
-87.7115523634,41.9392149708,-87.6731828793,41.9021777644,1607
-87.7115523634,41.9392149708,-87.7728098301,41.8944136969,2646
-87.7115523634,41.9392149708,-87.7303958682,41.8782963834,2363
-87.7115523634,41.9392149708,-87.7048274062,41.878719841,2361
-87.7115523634,41.9392149708,-87.6633940945,41.8733728795,2623
-87.7115523634,41.9392149708,-87.7139721106,41.8582848402,2571
-87.7115523634,41.9392149708,-87.652637557,41.9661075197,2602
-87.7115523634,41.9392149708,-87.7133612858,41.8378379546,3182
-87.7115523634,41.9392149708,-87.6616155822,41.8474095044,3322
-87.7115523634,41.9392149708,-87.6203833666,41.8565996829,2849
-87.7115523634,41.9392149708,-87.6364609818,41.8406962182,3358
-87.7115523634,41.9392149708,-87.8072228108,41.9856125953,1627
-87.7115523634,41.9392149708,-87.6288765812,41.8989537971,2343
-87.7115523634,41.9392149708,-87.6203724059,41.8789724974,2379
-87.7115523634,41.9392149708,-87.5681135653,41.7626448354,4173
-87.7115523634,41.9392149708,-87.6174163989,41.736958739,3753
-87.7115523634,41.9392149708,-87.5817914573,41.7468320805,4142
-87.7115523634,41.9392149708,-87.5550587928,41.7389921662,4818
-87.7115523634,41.9392149708,-87.595610964,41.7294105994,4450
-87.7115523634,41.9392149708,-87.6717818648,41.8310103201,3102
-87.7115523634,41.9392149708,-87.6522001507,41.9469886855,1792
-87.7115523634,41.9392149708,-87.5705121861,41.72989349,4572
-87.7115523634,41.9392149708,-87.6230081049,41.7122781921,4033
-87.7115523634,41.9392149708,-87.6851079785,41.9468770735,1088
-87.7115523634,41.9392149708,-87.5980333532,41.7038819518,4563
-87.7115523634,41.9392149708,-87.5720604263,41.6915254757,-1
-87.7115523634,41.9392149708,-87.535020955,41.7078837283,4936
-87.7115523634,41.9392149708,-87.6369389639,41.6713896802,5087
-87.7115523634,41.9392149708,-87.5993467357,41.6653987328,-1
-87.7115523634,41.9392149708,-87.556809916,41.6681847188,-1
-87.7115523634,41.9392149708,-87.7696246581,41.8034030164,-1
-87.7115523634,41.9392149708,-87.7261730216,41.8108057493,4484
-87.7115523634,41.9392149708,-87.6991215254,41.81936451,4077
-87.7115523634,41.9392149708,-87.6494664458,41.836409452,3224
-87.7115523634,41.9392149708,-87.6599414275,41.8087268165,3092
-87.7115523634,41.9392149708,-87.7255904576,41.7959029727,4027
-87.7115523634,41.9392149708,-87.6962913388,41.7954730247,3638
-87.7115523634,41.9392149708,-87.7691960936,41.7784604941,4880
-87.7115523634,41.9392149708,-87.7272430628,41.7695687374,4527
-87.7115523634,41.9392149708,-87.695548386,41.7718490499,4054
-87.7115523634,41.9392149708,-87.666801359,41.7759025044,4214
-87.7115523634,41.9392149708,-87.6415606141,41.7753382456,3650
-87.7115523634,41.9392149708,-87.6159993134,41.7669573171,3624
-87.7115523634,41.9392149708,-87.6514869184,41.9218996159,2052
-87.7115523634,41.9392149708,-87.7071433238,41.7479965953,4659
-87.7115523634,41.9392149708,-87.6561609095,41.7433892887,4567
-87.7115523634,41.9392149708,-87.6762394297,41.7172935896,4600
-87.7115523634,41.9392149708,-87.6506245727,41.7159863761,4351
-87.7115523634,41.9392149708,-87.717747815,41.6968692635,5734
-87.7115523634,41.9392149708,-87.6690344105,41.6878025708,4846
-87.7115523634,41.9392149708,-87.8874544692,41.9731379747,-1
-87.7115523634,41.9392149708,-87.6611514222,41.9871697889,2811
-87.7115523634,41.9392149708,-87.8139807709,42.0071782564,2574
-87.6975403474,41.9248265528,-87.6163347894,41.8347038748,3315
-87.6975403474,41.9248265528,-87.6023885556,41.8240900087,3494
-87.6975403474,41.9248265528,-87.6324675015,41.8090762537,2569
-87.6975403474,41.9248265528,-87.6178849991,41.8129289169,3295
-87.6975403474,41.9248265528,-87.5933614086,41.8095969636,2882
-87.6975403474,41.9248265528,-87.6904392161,41.9760184484,2050
-87.6975403474,41.9248265528,-87.6174427491,41.7911312433,3811
-87.6975403474,41.9248265528,-87.5907857873,41.7942340378,3281
-87.6975403474,41.9248265528,-87.591103864,41.7761334681,3893
-87.6975403474,41.9248265528,-87.6696044975,42.0104989522,3508
-87.6975403474,41.9248265528,-87.7703223329,41.9825042397,1965
-87.6975403474,41.9248265528,-87.7583068883,41.9917059089,3301
-87.6975403474,41.9248265528,-87.7261488733,41.9846051995,2568
-87.6975403474,41.9248265528,-87.7213693543,41.968521496,2444
-87.6975403474,41.9248265528,-87.7645780585,41.9535688785,1898
-87.6975403474,41.9248265528,-87.7210876711,41.9535127833,1547
-87.6975403474,41.9248265528,-87.806456747,41.9472647818,2716
-87.6975403474,41.9248265528,-87.7980809604,41.9278743552,2207
-87.6975403474,41.9248265528,-87.7660523178,41.9263941918,1628
-87.6975403474,41.9248265528,-87.692752708,42.0013058794,2945
-87.6975403474,41.9248265528,-87.7322612632,41.9262258671,940
-87.6975403474,41.9248265528,-87.7115523634,41.9392149708,934
-87.6975403474,41.9248265528,-87.7164903481,41.900872806,1237
-87.6975403474,41.9248265528,-87.6731828793,41.9021777644,1441
-87.6975403474,41.9248265528,-87.7728098301,41.8944136969,2137
-87.6975403474,41.9248265528,-87.7303958682,41.8782963834,2184
-87.6975403474,41.9248265528,-87.7048274062,41.878719841,1578
-87.6975403474,41.9248265528,-87.6633940945,41.8733728795,2457
-87.6975403474,41.9248265528,-87.7139721106,41.8582848402,2306
-87.6975403474,41.9248265528,-87.652637557,41.9661075197,2914
-87.6975403474,41.9248265528,-87.7133612858,41.8378379546,3510
-87.6975403474,41.9248265528,-87.6616155822,41.8474095044,3336
-87.6975403474,41.9248265528,-87.6203833666,41.8565996829,2863
-87.6975403474,41.9248265528,-87.6364609818,41.8406962182,3372
-87.6975403474,41.9248265528,-87.8072228108,41.9856125953,2001
-87.6975403474,41.9248265528,-87.6288765812,41.8989537971,2137
-87.6975403474,41.9248265528,-87.6203724059,41.8789724974,2213
-87.6975403474,41.9248265528,-87.5681135653,41.7626448354,4007
-87.6975403474,41.9248265528,-87.6174163989,41.736958739,3587
-87.6975403474,41.9248265528,-87.5817914573,41.7468320805,3646
-87.6975403474,41.9248265528,-87.5550587928,41.7389921662,4802
-87.6975403474,41.9248265528,-87.595610964,41.7294105994,4464
-87.6975403474,41.9248265528,-87.6717818648,41.8310103201,3345
-87.6975403474,41.9248265528,-87.6522001507,41.9469886855,1842
-87.6975403474,41.9248265528,-87.5705121861,41.72989349,4586
-87.6975403474,41.9248265528,-87.6230081049,41.7122781921,3755
-87.6975403474,41.9248265528,-87.6851079785,41.9468770735,1054
-87.6975403474,41.9248265528,-87.5980333532,41.7038819518,4577
-87.6975403474,41.9248265528,-87.5720604263,41.6915254757,-1
-87.6975403474,41.9248265528,-87.535020955,41.7078837283,5430
-87.6975403474,41.9248265528,-87.6369389639,41.6713896802,4861
-87.6975403474,41.9248265528,-87.5993467357,41.6653987328,-1
-87.6975403474,41.9248265528,-87.556809916,41.6681847188,-1
-87.6975403474,41.9248265528,-87.7696246581,41.8034030164,-1
-87.6975403474,41.9248265528,-87.7261730216,41.8108057493,4388
-87.6975403474,41.9248265528,-87.6991215254,41.81936451,3389
-87.6975403474,41.9248265528,-87.6494664458,41.836409452,3238
-87.6975403474,41.9248265528,-87.6599414275,41.8087268165,3106
-87.6975403474,41.9248265528,-87.7255904576,41.7959029727,4041
-87.6975403474,41.9248265528,-87.6962913388,41.7954730247,4034
-87.6975403474,41.9248265528,-87.7691960936,41.7784604941,4894
-87.6975403474,41.9248265528,-87.7272430628,41.7695687374,4541
-87.6975403474,41.9248265528,-87.695548386,41.7718490499,4247
-87.6975403474,41.9248265528,-87.666801359,41.7759025044,4112
-87.6975403474,41.9248265528,-87.6415606141,41.7753382456,3424
-87.6975403474,41.9248265528,-87.6159993134,41.7669573171,3638
-87.6975403474,41.9248265528,-87.6514869184,41.9218996159,1704
-87.6975403474,41.9248265528,-87.7071433238,41.7479965953,4943
-87.6975403474,41.9248265528,-87.6561609095,41.7433892887,4401
-87.6975403474,41.9248265528,-87.6762394297,41.7172935896,4614
-87.6975403474,41.9248265528,-87.6506245727,41.7159863761,3983
-87.6975403474,41.9248265528,-87.717747815,41.6968692635,5748
-87.6975403474,41.9248265528,-87.6690344105,41.6878025708,4440
-87.6975403474,41.9248265528,-87.8874544692,41.9731379747,-1
-87.6975403474,41.9248265528,-87.6611514222,41.9871697889,3153
-87.6975403474,41.9248265528,-87.8139807709,42.0071782564,2918
-87.7164903481,41.900872806,-87.6163347894,41.8347038748,4204
-87.7164903481,41.900872806,-87.6023885556,41.8240900087,4096
-87.7164903481,41.900872806,-87.6324675015,41.8090762537,3398
-87.7164903481,41.900872806,-87.6178849991,41.8129289169,3651
-87.7164903481,41.900872806,-87.5933614086,41.8095969636,3898
-87.7164903481,41.900872806,-87.6904392161,41.9760184484,3158
-87.7164903481,41.900872806,-87.6174427491,41.7911312433,4167
-87.7164903481,41.900872806,-87.5907857873,41.7942340378,3937
-87.7164903481,41.900872806,-87.591103864,41.7761334681,4161
-87.7164903481,41.900872806,-87.6696044975,42.0104989522,4675
-87.7164903481,41.900872806,-87.7703223329,41.9825042397,2832
-87.7164903481,41.900872806,-87.7583068883,41.9917059089,3979
-87.7164903481,41.900872806,-87.7261488733,41.9846051995,3074
-87.7164903481,41.900872806,-87.7213693543,41.968521496,2774
-87.7164903481,41.900872806,-87.7645780585,41.9535688785,2541
-87.7164903481,41.900872806,-87.7210876711,41.9535127833,2390
-87.7164903481,41.900872806,-87.806456747,41.9472647818,2999
-87.7164903481,41.900872806,-87.7980809604,41.9278743552,1977
-87.7164903481,41.900872806,-87.7660523178,41.9263941918,1660
-87.7164903481,41.900872806,-87.692752708,42.0013058794,3973
-87.7164903481,41.900872806,-87.7322612632,41.9262258671,1591
-87.7164903481,41.900872806,-87.7115523634,41.9392149708,1536
-87.7164903481,41.900872806,-87.6975403474,41.9248265528,1497
-87.7164903481,41.900872806,-87.6731828793,41.9021777644,1518
-87.7164903481,41.900872806,-87.7728098301,41.8944136969,1388
-87.7164903481,41.900872806,-87.7303958682,41.8782963834,1505
-87.7164903481,41.900872806,-87.7048274062,41.878719841,1566
-87.7164903481,41.900872806,-87.6633940945,41.8733728795,2443
-87.7164903481,41.900872806,-87.7139721106,41.8582848402,1776
-87.7164903481,41.900872806,-87.652637557,41.9661075197,3844
-87.7164903481,41.900872806,-87.7133612858,41.8378379546,2387
-87.7164903481,41.900872806,-87.6616155822,41.8474095044,3162
-87.7164903481,41.900872806,-87.6203833666,41.8565996829,4189
-87.7164903481,41.900872806,-87.6364609818,41.8406962182,3942
-87.7164903481,41.900872806,-87.8072228108,41.9856125953,3078
-87.7164903481,41.900872806,-87.6288765812,41.8989537971,2788
-87.7164903481,41.900872806,-87.6203724059,41.8789724974,3019
-87.7164903481,41.900872806,-87.5681135653,41.7626448354,4663
-87.7164903481,41.900872806,-87.6174163989,41.736958739,4416
-87.7164903481,41.900872806,-87.5817914573,41.7468320805,5104
-87.7164903481,41.900872806,-87.5550587928,41.7389921662,5639
-87.7164903481,41.900872806,-87.595610964,41.7294105994,5600
-87.7164903481,41.900872806,-87.6717818648,41.8310103201,2898
-87.7164903481,41.900872806,-87.6522001507,41.9469886855,3171
-87.7164903481,41.900872806,-87.5705121861,41.72989349,5182
-87.7164903481,41.900872806,-87.6230081049,41.7122781921,4644
-87.7164903481,41.900872806,-87.6851079785,41.9468770735,2484
-87.7164903481,41.900872806,-87.5980333532,41.7038819518,5953
-87.7164903481,41.900872806,-87.5720604263,41.6915254757,-1
-87.7164903481,41.900872806,-87.535020955,41.7078837283,6253
-87.7164903481,41.900872806,-87.6369389639,41.6713896802,6117
-87.7164903481,41.900872806,-87.5993467357,41.6653987328,-1
-87.7164903481,41.900872806,-87.556809916,41.6681847188,-1
-87.7164903481,41.900872806,-87.7696246581,41.8034030164,-1
-87.7164903481,41.900872806,-87.7261730216,41.8108057493,3398
-87.7164903481,41.900872806,-87.6991215254,41.81936451,3315
-87.7164903481,41.900872806,-87.6494664458,41.836409452,3744
-87.7164903481,41.900872806,-87.6599414275,41.8087268165,3420
-87.7164903481,41.900872806,-87.7255904576,41.7959029727,3947
-87.7164903481,41.900872806,-87.6962913388,41.7954730247,3198
-87.7164903481,41.900872806,-87.7691960936,41.7784604941,4710
-87.7164903481,41.900872806,-87.7272430628,41.7695687374,4447
-87.7164903481,41.900872806,-87.695548386,41.7718490499,3614
-87.7164903481,41.900872806,-87.666801359,41.7759025044,3677
-87.7164903481,41.900872806,-87.6415606141,41.7753382456,4896
-87.7164903481,41.900872806,-87.6159993134,41.7669573171,4196
-87.7164903481,41.900872806,-87.6514869184,41.9218996159,2737
-87.7164903481,41.900872806,-87.7071433238,41.7479965953,4489
-87.7164903481,41.900872806,-87.6561609095,41.7433892887,5075
-87.7164903481,41.900872806,-87.6762394297,41.7172935896,5135
-87.7164903481,41.900872806,-87.6506245727,41.7159863761,5659
-87.7164903481,41.900872806,-87.717747815,41.6968692635,5654
-87.7164903481,41.900872806,-87.6690344105,41.6878025708,6116
-87.7164903481,41.900872806,-87.8874544692,41.9731379747,-1
-87.7164903481,41.900872806,-87.6611514222,41.9871697889,4499
-87.7164903481,41.900872806,-87.8139807709,42.0071782564,4245
-87.6731828793,41.9021777644,-87.6163347894,41.8347038748,3298
-87.6731828793,41.9021777644,-87.6023885556,41.8240900087,3657
-87.6731828793,41.9021777644,-87.6324675015,41.8090762537,2552
-87.6731828793,41.9021777644,-87.6178849991,41.8129289169,3285
-87.6731828793,41.9021777644,-87.5933614086,41.8095969636,2865
-87.6731828793,41.9021777644,-87.6904392161,41.9760184484,2538
-87.6731828793,41.9021777644,-87.6174427491,41.7911312433,3801
-87.6731828793,41.9021777644,-87.5907857873,41.7942340378,3264
-87.6731828793,41.9021777644,-87.591103864,41.7761334681,3876
-87.6731828793,41.9021777644,-87.6696044975,42.0104989522,3767
-87.6731828793,41.9021777644,-87.7703223329,41.9825042397,2458
-87.6731828793,41.9021777644,-87.7583068883,41.9917059089,3408
-87.6731828793,41.9021777644,-87.7261488733,41.9846051995,3001
-87.6731828793,41.9021777644,-87.7213693543,41.968521496,2602
-87.6731828793,41.9021777644,-87.7645780585,41.9535688785,2661
-87.6731828793,41.9021777644,-87.7210876711,41.9535127833,2010
-87.6731828793,41.9021777644,-87.806456747,41.9472647818,3389
-87.6731828793,41.9021777644,-87.7980809604,41.9278743552,2959
-87.6731828793,41.9021777644,-87.7660523178,41.9263941918,2443
-87.6731828793,41.9021777644,-87.692752708,42.0013058794,3616
-87.6731828793,41.9021777644,-87.7322612632,41.9262258671,2133
-87.6731828793,41.9021777644,-87.7115523634,41.9392149708,1517
-87.6731828793,41.9021777644,-87.6975403474,41.9248265528,1344
-87.6731828793,41.9021777644,-87.7164903481,41.900872806,1147
-87.6731828793,41.9021777644,-87.7728098301,41.8944136969,2258
-87.6731828793,41.9021777644,-87.7303958682,41.8782963834,2416
-87.6731828793,41.9021777644,-87.7048274062,41.878719841,1848
-87.6731828793,41.9021777644,-87.6633940945,41.8733728795,1687
-87.6731828793,41.9021777644,-87.7139721106,41.8582848402,2662
-87.6731828793,41.9021777644,-87.652637557,41.9661075197,3079
-87.6731828793,41.9021777644,-87.7133612858,41.8378379546,2934
-87.6731828793,41.9021777644,-87.6616155822,41.8474095044,2786
-87.6731828793,41.9021777644,-87.6203833666,41.8565996829,2616
-87.6731828793,41.9021777644,-87.6364609818,41.8406962182,2875
-87.6731828793,41.9021777644,-87.8072228108,41.9856125953,2470
-87.6731828793,41.9021777644,-87.6288765812,41.8989537971,1558
-87.6731828793,41.9021777644,-87.6203724059,41.8789724974,2046
-87.6731828793,41.9021777644,-87.5681135653,41.7626448354,3450
-87.6731828793,41.9021777644,-87.6174163989,41.736958739,3570
-87.6731828793,41.9021777644,-87.5817914573,41.7468320805,3748
-87.6731828793,41.9021777644,-87.5550587928,41.7389921662,4275
-87.6731828793,41.9021777644,-87.595610964,41.7294105994,4447
-87.6731828793,41.9021777644,-87.6717818648,41.8310103201,2443
-87.6731828793,41.9021777644,-87.6522001507,41.9469886855,2322
-87.6731828793,41.9021777644,-87.5705121861,41.72989349,3819
-87.6731828793,41.9021777644,-87.6230081049,41.7122781921,3738
-87.6731828793,41.9021777644,-87.6851079785,41.9468770735,1841
-87.6731828793,41.9021777644,-87.5980333532,41.7038819518,4560
-87.6731828793,41.9021777644,-87.5720604263,41.6915254757,-1
-87.6731828793,41.9021777644,-87.535020955,41.7078837283,4687
-87.6731828793,41.9021777644,-87.6369389639,41.6713896802,4844
-87.6731828793,41.9021777644,-87.5993467357,41.6653987328,-1
-87.6731828793,41.9021777644,-87.556809916,41.6681847188,-1
-87.6731828793,41.9021777644,-87.7696246581,41.8034030164,-1
-87.6731828793,41.9021777644,-87.7261730216,41.8108057493,3971
-87.6731828793,41.9021777644,-87.6991215254,41.81936451,3152
-87.6731828793,41.9021777644,-87.6494664458,41.836409452,2951
-87.6731828793,41.9021777644,-87.6599414275,41.8087268165,3176
-87.6731828793,41.9021777644,-87.7255904576,41.7959029727,4024
-87.6731828793,41.9021777644,-87.6962913388,41.7954730247,3561
-87.6731828793,41.9021777644,-87.7691960936,41.7784604941,4397
-87.6731828793,41.9021777644,-87.7272430628,41.7695687374,4524
-87.6731828793,41.9021777644,-87.695548386,41.7718490499,3977
-87.6731828793,41.9021777644,-87.666801359,41.7759025044,3622
-87.6731828793,41.9021777644,-87.6415606141,41.7753382456,4103
-87.6731828793,41.9021777644,-87.6159993134,41.7669573171,3141
-87.6731828793,41.9021777644,-87.6514869184,41.9218996159,1687
-87.6731828793,41.9021777644,-87.7071433238,41.7479965953,4582
-87.6731828793,41.9021777644,-87.6561609095,41.7433892887,4319
-87.6731828793,41.9021777644,-87.6762394297,41.7172935896,4597
-87.6731828793,41.9021777644,-87.6506245727,41.7159863761,3966
-87.6731828793,41.9021777644,-87.717747815,41.6968692635,5731
-87.6731828793,41.9021777644,-87.6690344105,41.6878025708,4423
-87.6731828793,41.9021777644,-87.8874544692,41.9731379747,-1
-87.6731828793,41.9021777644,-87.6611514222,41.9871697889,3412
-87.6731828793,41.9021777644,-87.8139807709,42.0071782564,3741
-87.7728098301,41.8944136969,-87.6163347894,41.8347038748,3733
-87.7728098301,41.8944136969,-87.6023885556,41.8240900087,4068
-87.7728098301,41.8944136969,-87.6324675015,41.8090762537,3467
-87.7728098301,41.8944136969,-87.6178849991,41.8129289169,3623
-87.7728098301,41.8944136969,-87.5933614086,41.8095969636,3960
-87.7728098301,41.8944136969,-87.6904392161,41.9760184484,3863
-87.7728098301,41.8944136969,-87.6174427491,41.7911312433,4139
-87.7728098301,41.8944136969,-87.5907857873,41.7942340378,3999
-87.7728098301,41.8944136969,-87.591103864,41.7761334681,4595
-87.7728098301,41.8944136969,-87.6696044975,42.0104989522,4916
-87.7728098301,41.8944136969,-87.7703223329,41.9825042397,3096
-87.7728098301,41.8944136969,-87.7583068883,41.9917059089,3975
-87.7728098301,41.8944136969,-87.7261488733,41.9846051995,3891
-87.7728098301,41.8944136969,-87.7213693543,41.968521496,3310
-87.7728098301,41.8944136969,-87.7645780585,41.9535688785,2236
-87.7728098301,41.8944136969,-87.7210876711,41.9535127833,3057
-87.7728098301,41.8944136969,-87.806456747,41.9472647818,2382
-87.7728098301,41.8944136969,-87.7980809604,41.9278743552,1727
-87.7728098301,41.8944136969,-87.7660523178,41.9263941918,1325
-87.7728098301,41.8944136969,-87.692752708,42.0013058794,4786
-87.7728098301,41.8944136969,-87.7322612632,41.9262258671,1994
-87.7728098301,41.8944136969,-87.7115523634,41.9392149708,2802
