lat,lng,duration,walkTime,walkDistance,transitTime,transfers
41.789878489000003,-87.632302234500003,1660,354,431.991796987,1044,1
41.788610377200001,-87.628765622900005,1757,439,550.881218041,915,1
41.768168695400000,-87.617739359300003,1654,280,338.398218041,1202,1
41.766580093999998,-87.617292962299999,1808,434,531.481887211,1202,1
41.868291180400000,-87.724049902499999,2176,824,1043.65485714,1110,0
41.872142183800001,-87.759449948300002,2396,554,693.883563904,1679,1
41.865694687599998,-87.773526196800006,2314,576,730.796353379,1529,1
41.875842572099998,-87.734084645500005,2726,550,691.468421047,2174,0
41.875426051399998,-87.745392914299998,2125,623,780.027947363,1260,0
41.880577521100001,-87.759432701600005,3308,259,312.259932325,3047,0
41.870567207400001,-87.699684887499998,1968,718,906.929563904,1062,1
41.860116968400000,-87.675126531800004,1829,620,778.504977439,1030,1
41.864434623400001,-87.679855117200006,2272,538,689.234947366,1672,1
41.861271334000001,-87.662633906699995,2224,470,589.843631574,1752,0
41.824985105400003,-87.631110739299999,1466,714,908.118120296,510,0
41.818272101500000,-87.629613679100004,1832,194,237.08179699,1636,0
41.879011763699999,-87.697746148700006,2223,428,531.579578942,1793,0
41.873495999699998,-87.669384604100003,1685,753,947.762917286,690,0
41.870396448500003,-87.669277239899998,1823,544,675.351383452,1277,0
41.875148273100002,-87.680167183199998,1635,703,878.784007511,690,0
41.847532349399998,-87.626560510999994,1319,175,221.020458646,1142,0
41.860484237999998,-87.621707821200005,1234,446,559.116593981,786,0
41.881242540199999,-87.639253554099994,1024,531,618.006887205,491,0
41.928102457000001,-87.799971240000005,3602,543,682.245022553,2829,1
41.926303128500003,-87.798065508400001,4090,521,651.757646613,3273,1
41.975742166600000,-87.803570110500004,2976,817,1032.25965413,1991,1
41.976542269600003,-87.803559446899996,2903,744,939.718526312,1991,1
41.971012518599998,-87.801880854100006,3108,709,899.265398493,2114,1
41.700043024999999,-87.542865662699995,4245,555,686.289353376,3688,0
41.711003817900000,-87.536194355600003,3797,441,545.261684205,3354,0
41.714202712700001,-87.537410460600000,3946,590,724.305992473,3354,0
41.730441074799998,-87.542207767999997,3264,238,299.597097743,2952,1
41.730747846500002,-87.541067295800005,3354,328,412.660556389,2952,1
41.727961578299997,-87.540167404000002,3350,190,235.404097743,3086,1
41.732994541899998,-87.539482282500003,4264,638,792.748067662,3023,1
41.743401176299997,-87.563370446600004,3540,794,1018.70459398,2450,1
41.741788587400002,-87.562128309800002,3247,731,936.646428568,2442,1
41.798718039500002,-87.597002101800001,2042,329,425.922210525,1711,0
41.943989687699997,-87.813991341600001,3727,617,779.396022553,2964,1
41.940497131100003,-87.815998545200003,4092,612,766.813105259,3207,1
41.949716297999998,-87.811767071500000,3891,711,896.521233078,2565,1
41.980970244200002,-87.805232473600000,2672,540,664.678751875,1890,0
41.983855686399998,-87.804931160300001,2883,751,919.109857133,1890,0
41.985527864300003,-87.805080055299996,2825,671,844.184368416,1986,1
41.764727887900001,-87.582115376800004,2389,605,768.015270673,1782,0
41.882572445199997,-87.645734479500007,883,350,437.275225559,531,0
41.882369955400002,-87.653795512599999,1166,252,308.57309774,912,0
41.985417193799996,-87.778893395400004,3057,918,1161.59400751,1887,1
41.972042685500000,-87.767016162900006,2669,807,1004.83766917,1620,0
41.992827025799997,-87.791049984200001,3295,982,1247.45969172,2061,1
41.898608663099999,-87.773433862600001,2643,555,698.80484962,1741,1
41.921389658000002,-87.754528876600006,3232,845,1067.7734436,2214,1
41.913399129399998,-87.754604275199995,3430,625,785.948383455,2599,1
41.914996004899997,-87.749062691800006,2959,627,786.550578943,2132,1
41.917119320499999,-87.750380253299994,2830,498,627.761187967,2132,1
41.912237096799998,-87.756676783499998,2838,587,734.690812024,1953,1
41.906739786599999,-87.759297770399996,3030,942,1200.0796842,1945,1
41.911710677400002,-87.798218079199998,3817,919,1171.4336842,2527,1
41.909486489199999,-87.777052958100001,2908,551,677.68314285,2010,1
41.910218254699998,-87.791461044299993,3673,467,569.412563904,3079,1
41.930799805299998,-87.783858676099996,3137,379,464.114774433,2588,1
41.933724493299998,-87.787307628199997,3421,587,732.671233078,2664,1
41.921129505400003,-87.777429026500002,3401,575,715.73602255,2299,1
41.961380560700000,-87.784089474200002,3326,1059,1351.77112781,1981,1
41.963431753700000,-87.779258162999994,2973,759,961.626067665,1928,1
41.938963656900000,-87.790916679199995,3560,569,704.830939844,2838,1
41.958203820400001,-87.766862341099994,2740,638,794.121616537,1957,1
41.952112272100003,-87.758342277200001,2787,589,737.047609018,2009,1
41.935793740100003,-87.769743021599993,3254,629,790.208360898,2502,1
41.911630193500002,-87.768886397299994,2930,698,879.562436085,2089,1
41.978343578999997,-87.768121476299996,2442,496,625.154187967,1775,1
41.970630335099997,-87.760079217300003,2715,853,1018.34405262,1620,0
41.989056469200001,-87.784890698599995,3121,914,1162.88878195,1955,1
41.933652199800001,-87.792804776899999,3450,544,682.580646613,2736,1
41.922572499499999,-87.776117751699999,3412,654,828.940398493,2585,1
41.929966706199998,-87.778053477200004,3099,424,522.275774433,2505,1
41.931261824099998,-87.781441910100000,3064,353,434.512187967,2541,1
41.973036434299999,-87.782781596099994,2936,508,634.142127816,2260,1
41.958255783600002,-87.780317638300005,3232,927,1176.8123609,2019,1
41.937035607100000,-87.795357725000002,3535,467,579.906022553,2915,1
41.949652326699997,-87.775429689899994,3139,608,768.546646613,2245,1
41.937172244700001,-87.786199670100004,3429,519,636.899300746,2757,1
41.979372709300002,-87.796088862999994,2675,421,519.948428568,2086,1
41.977745319999997,-87.796018844299994,2753,499,618.261090221,2086,1
41.996563831700001,-87.805497232400000,3045,587,739.077864659,2206,1
41.999783651900003,-87.812579663799994,3162,597,752.426293229,2313,1
41.992669813299997,-87.800195029799994,2945,559,708.819187967,2134,1
41.933952103400003,-87.770894575200003,3112,543,683.953939847,2399,1
41.928054557499998,-87.752602762500004,2930,704,884.288233078,2056,1
41.912742702700001,-87.752459970499999,3391,634,796.965518794,2551,1
41.909724945999997,-87.756300155800005,2627,490,612.269112777,1899,1
41.912035067500000,-87.754552968499993,2778,527,663.10084962,1953,1
41.949434160800003,-87.755806790500003,2983,834,1053.30115789,1960,1
41.958046618700003,-87.761000214199996,2687,710,894.911233078,1832,1
41.952141852700002,-87.755885641299997,2712,563,705.988150372,1960,1
41.981537137799997,-87.780474895099999,2653,514,647.616563907,1887,1
41.913570258400000,-87.795224381099999,4009,765,962.970360896,3117,1
41.911938314499999,-87.779880654799996,3553,939,1199.5266842,2114,1
41.912094457999999,-87.783800812099997,3313,659,841.154390974,2154,1
41.911767971600000,-87.793345019399993,3821,615,775.213022553,3079,1
41.911795417199997,-87.790904308699993,3786,617,769.117609018,3042,1
41.919544765700003,-87.757544252000002,3202,702,881.395751875,2300,1
41.912168922900001,-87.761566250700000,3015,783,991.716684205,2089,1
41.906672030499998,-87.764883307100007,2640,552,688.903684205,1945,1
41.933882558900002,-87.775754573300006,3190,545,682.461646613,2475,1
41.927774804999999,-87.771594464600000,3176,607,765.555398493,2399,1
41.962792725800000,-87.768892438099996,2826,688,862.891315784,1953,1
41.964843954199999,-87.763709189099998,2706,885,1124.6081203,1655,1
41.957650233999999,-87.774179940500005,2879,629,794.598022553,2105,1
41.953411979400002,-87.768844993700000,2987,503,626.190646613,2295,1
41.952479168700002,-87.765441159100007,2948,559,693.969233078,2200,1
41.905095030299996,-87.730063381400001,2461,691,868.41651879,1581,1
41.905535368400002,-87.730676793599997,2574,748,933.252090218,1637,1
41.909083524000003,-87.733168103599994,2623,442,542.076827063,2054,1
41.950597376899999,-87.740986939300001,2411,669,845.051917289,1613,1
41.987175793399999,-87.739818564499998,4362,499,624.215548867,3574,1
41.983565802500003,-87.729364347900002,2837,539,667.601368416,2113,1
41.983910962400003,-87.733309324999993,3023,744,934.763360898,2152,1
41.958144341299999,-87.733731218000003,2402,863,1094.69931578,1410,1
41.959951316199998,-87.735269828499995,2230,454,562.674022553,1634,1
41.970548382799997,-87.725363806199994,2656,627,780.098488717,1844,1
41.970908208399997,-87.733964711400006,2850,821,1038.56273684,1844,1
41.973580372800001,-87.718861289900005,3126,727,898.870744353,2143,1
41.974031238800002,-87.716265254500001,2972,573,715.342609018,2143,1
41.950885104800001,-87.731987085399993,2448,856,1061.27809774,1350,0
41.949038808200001,-87.733458880900002,2381,804,1028.41002255,1448,1
41.956379750700002,-87.728495729399995,2334,742,924.49602255,1350,0
41.963672764099996,-87.734986383299997,2485,657,827.622819545,1686,1
41.962572777299997,-87.733405443799995,2309,481,600.82210526,1686,1
41.970380754899999,-87.747601140200004,2964,770,970.125338341,1916,1
41.974401069599999,-87.746712851599995,2947,646,802.987691724,2060,1
41.953761963200002,-87.741147430699996,2172,430,536.823187967,1613,1
41.955195455400002,-87.737509801499996,2236,556,702.165195486,1551,1
41.954406201200001,-87.734779622800005,2095,518,648.953022553,1448,1
41.959971566299998,-87.739059685900003,2378,636,779.55857894,1500,0
41.961731191399998,-87.739153535499995,2361,619,763.859368415,1500,0
41.969082148500000,-87.742215887699999,3043,760,952.319120294,2005,1
41.894466408800000,-87.723916159300003,2160,662,830.174187964,1279,1
41.898097659999998,-87.727085904899994,2107,536,667.585436085,1352,1
41.898055218700001,-87.729550329000006,2272,731,920.004187964,1352,1
41.908597104800002,-87.728625622699994,2577,652,811.17414285,1736,1
41.909597210500003,-87.727081872599996,2384,459,571.392593981,1736,1
41.928365006900002,-87.665540321500004,1783,496,614.288639091,1041,1
41.921443468000000,-87.657723387299995,1551,565,707.715804506,864,1
41.921463342400003,-87.656512372899996,1727,735,935.239804506,750,0
41.942253162100002,-87.665403511600005,1752,446,555.196676686,1168,1
41.948081035700000,-87.673363136600003,2071,323,387.229105257,1492,1
41.886220800700002,-87.682887493400003,2119,640,816.54247368,1477,0
41.890551756199997,-87.680571216800004,1534,388,469.495233078,1000,1
41.913968822900003,-87.687922872100003,1526,534,644.983654127,750,0
41.914177924800001,-87.686121245500004,1564,572,693.594285706,750,0
41.906499613100003,-87.681886379900007,1699,827,1043.32299248,630,0
41.933496915399999,-87.716928893700000,2166,784,983.170691722,1140,0
41.932125049100001,-87.718420528600006,1964,661,825.61078195,1115,1
41.939431787700002,-87.719242507900006,2192,810,1024.16943608,1140,0
41.938050710100001,-87.719452167000000,2200,818,1038.93523308,1140,0
41.920243592100000,-87.718083757299993,2569,972,1247.11039849,1364,1
41.918411502399998,-87.718030579800001,2333,634,787.264616535,1499,1
41.946390440599998,-87.708155783099997,2164,618,782.81672932,1423,1
41.914372666299997,-87.625311785500003,2067,964,1171.76103758,1101,0
41.905092296900001,-87.625048523299995,1336,356,427.44558646,978,0
41.895092747299998,-87.615454271800004,1513,544,679.940721798,967,0
42.022772141899999,-87.674615600999999,3370,668,828.182488712,2460,0
42.018435831399998,-87.667399111700007,3082,500,615.672631571,2340,0
41.891657124799998,-87.670280947500004,1382,344,419.020022553,772,1
41.914449318400003,-87.680638532399996,1683,811,1007.48621052,630,0
41.915647229299999,-87.683681075199999,1726,734,877.158917281,750,0
41.910773969600001,-87.679459066199996,1308,436,533.856436086,630,0
41.911800507800002,-87.663384804700001,1543,363,449.243443605,926,1
41.913110055600001,-87.661639490400006,1598,462,572.545120296,882,1
41.910814039900004,-87.670751766099997,1657,785,980.753939844,630,0
41.912268545899998,-87.666096528699995,1562,486,600.992293229,857,1
41.895287980799999,-87.650026020100000,1347,383,472.197097738,962,0
41.892144391499997,-87.648919343100005,876,364,444.86172932,270,0
41.885005374199999,-87.646279410299996,1011,376,464.673932325,633,0
41.922067277399996,-87.630933503500003,2305,776,925.981827052,1527,0
41.917617637100001,-87.629326845799994,1930,818,1005.26939097,1110,0
41.909910569300003,-87.627324185700004,1534,433,520.233248112,1099,0
41.909349577699999,-87.626549245000007,1466,365,436.386037587,1099,0
41.907322369100001,-87.626341227500006,1394,335,403.176834581,1057,0
41.890951907999998,-87.612939124099995,1133,395,474.134977436,736,0
41.897699033400002,-87.617554401800007,1251,582,737.105661649,667,0
42.021854446399999,-87.672775324400007,3217,515,642.465887211,2460,0
42.020265281400000,-87.671007696000004,3060,358,431.029345857,2460,0
41.912749112699998,-87.711363898499997,2370,609,755.45421052,1544,1
42.012509459900002,-87.693904983799996,3810,718,915.775999995,2945,1
41.977239140899997,-87.690119104299995,2800,524,653.680022553,2146,1
41.956152667200001,-87.652993826900001,1988,486,596.233030067,1260,0
41.952100152600003,-87.648795148399998,2292,600,744.951796984,1690,0
41.935308363700003,-87.711997496999999,1958,576,716.214894732,1140,0
41.892751279999999,-87.712269641199995,2158,962,1226.98318796,1058,1
41.909301317100002,-87.715554176599994,2312,483,597.073233078,1612,1
41.898890119999997,-87.709290883999998,2315,501,616.385150372,1548,1
41.901243446400002,-87.709076292199995,2206,454,556.455857138,1587,1
41.939620486599999,-87.696534662000005,2022,351,425.489270673,1410,1
41.934832452700000,-87.695561514900007,2022,465,569.661857138,1296,1
41.911134459099998,-87.639205953399994,1414,512,630.55914285,660,0
41.907165103600001,-87.635565949699995,1311,649,818.741887211,420,0
41.902784225500000,-87.637043502099999,1315,653,809.675639091,420,0
41.897107837500002,-87.627533897199996,699,187,224.570383455,270,0
41.892906383000003,-87.626078707299996,723,292,357.9527218,429,0
41.892104099699999,-87.626056151900002,705,366,451.149556385,337,0
41.888231658700001,-87.628790320299998,433,216,258.697368416,215,0
41.886593341999998,-87.628736834600005,333,266,326.33996992,65,0
41.884812286900001,-87.624851594700004,427,427,531.079917288,0,0
41.880166728600003,-87.625711478300005,289,289,357.105684207,0,0
41.883039980600003,-87.624922688100000,284,284,353.875383455,0,0
42.018159611500003,-87.681049627299998,3418,677,868.368218041,2527,1
42.013246236900002,-87.683036298100006,3998,1088,1402.82886466,2624,1
41.944330660399999,-87.681214655999995,2352,409,505.349804506,1687,1
41.942958025700001,-87.680260721799996,2155,454,560.523398493,1576,1
41.938885194299999,-87.678595102800003,1982,296,348.015015031,1428,1
41.880699056499999,-87.672332503600003,1646,337,411.27689473,1307,0
41.888053335300000,-87.657829761700000,1503,901,1154.51135338,360,0
41.889695218999996,-87.662477834900002,1171,362,447.631187967,603,1
41.892956290199997,-87.662044623900002,1349,574,716.030902252,530,1
41.895244111600000,-87.661624032999995,1372,770,955.466939842,360,0
41.899257370000001,-87.667108670700003,1415,663,830.309902252,510,0
41.906249193000001,-87.668155631999994,1316,564,683.325999992,510,0
41.892960844699999,-87.656939002499996,1169,567,700.293736837,360,0
41.886188229600002,-87.650408134100005,1116,514,635.127766911,360,0
41.825650853500001,-87.616902811900005,2079,272,328.24084962,1805,0
41.822295405500000,-87.605456680000003,2432,465,563.790894729,1965,0
41.813938593800003,-87.597544451700003,2013,616,785.490947364,1395,0
41.885001980600002,-87.663864485600001,1312,560,706.767338341,510,0
41.880684622499999,-87.670736466199997,1716,407,484.919518787,1307,0
41.889590229000000,-87.660586784499998,1166,444,546.955496237,516,1
41.896878262800001,-87.659733015599997,1220,618,771.988436086,360,0
41.891974858899999,-87.658939337199996,1311,709,881.392541348,360,0
41.824739905599998,-87.617146364199996,2181,374,456.078060145,1805,0
41.823243262299997,-87.616978976799999,2175,330,403.47784962,1843,0
41.821826369100002,-87.608371480599999,2375,408,502.463308265,1965,0
41.800938303899997,-87.586605387399999,1901,404,498.606045107,1495,0
41.886368505100002,-87.657856121099996,1380,778,983.76389473,360,0
41.886350092199997,-87.652746819300006,1072,470,585.797977439,360,0
41.884946402399997,-87.652411530300000,1012,410,515.623390974,360,0
41.879465287400002,-87.697802935799999,2181,386,477.411827062,1793,0
41.878797529600000,-87.696509791300002,2120,371,462.282225559,1747,0
41.892106513400002,-87.675723081399994,1505,470,578.478481198,889,1
41.887016687399999,-87.675574764900006,1675,535,676.408353379,1002,1
41.887547591900002,-87.670700849200003,1563,811,1035.97073684,510,0
41.866023256200002,-87.711752739199994,2069,648,826.818729319,1196,1
41.866156590700001,-87.706269132399996,1725,420,520.231481198,1161,1
41.903288920300000,-87.764472599200005,2666,595,750.80184962,1838,1
41.903045763400002,-87.670547987000006,1252,500,626.634187967,510,0
41.903605023499999,-87.756111645000004,2535,508,631.181060145,1789,1
41.903021135199999,-87.747516043100006,3031,557,690.997774429,2122,1
41.894087032100003,-87.663162509299994,1229,514,632.115112777,530,1
41.895967745100002,-87.661896954200003,935,280,338.522187967,530,1
41.872215267800001,-87.694537240399995,1785,582,734.918601499,989,1
41.871305917299999,-87.694500522400006,1709,506,634.01984962,989,1
41.874356139500001,-87.694604023099998,1708,561,693.80764661,933,1
41.874378899100002,-87.692149228800005,1860,808,1015.16810526,810,0
41.874056922400001,-87.689433611499993,1756,704,873.165315781,810,0
41.874405468900001,-87.689912505999999,1788,736,907.317526306,810,0
41.874400150800000,-87.690383231400006,1818,766,946.298526306,810,0
41.872731260099997,-87.688409081600000,1809,757,941.585187961,810,0
41.866349997999997,-87.679908903400005,1980,306,399.556,1645,1
41.865600074800000,-87.677441474600002,2016,342,424.876962402,1645,1
41.894134340599997,-87.688329183600004,1932,481,597.129270673,1206,1
41.895495353299999,-87.688067749699997,1837,386,472.698270673,1206,1
41.892354667500001,-87.685517518599994,1718,459,563.697481198,1113,1
41.889988946999999,-87.686977113599994,1697,363,439.991496237,1188,1
41.889325482799997,-87.687571752699995,1744,430,517.678443603,1168,1
41.891945069400002,-87.684898340499998,1661,402,487.513857138,1113,1
41.891276191899998,-87.683062534599998,1583,377,460.084774433,1060,1
41.882766650199997,-87.687502046099993,1969,404,499.034684205,1563,0
41.894611489399999,-87.678240992400006,1581,466,564.760240597,930,1
41.892222144700000,-87.666080857899999,1333,388,473.225022553,679,1
41.890225006800001,-87.666309266699997,1344,399,487.376902252,679,1
41.887194712800003,-87.664582916000001,1445,693,875.192796987,510,0
41.886825232500001,-87.662257148300000,1782,747,945.976496234,1033,0
41.893224082099998,-87.660184492100001,1418,816,1012.49595488,360,0
41.893111350300003,-87.657742184400007,1287,685,835.869165405,360,0
41.891641895600003,-87.656096335599997,1336,734,909.906556384,360,0
41.997471884500001,-87.691707041200004,3489,286,346.24034586,2967,1
41.994987647199999,-87.690715940600001,3730,485,591.115248112,3020,1
41.986422308500003,-87.705083105699998,3936,623,768.716533826,3024,1
41.985827261600001,-87.703190404500006,3933,692,856.288466156,2952,1
41.985477582700000,-87.699749080600000,3920,751,930.266939839,2880,1
41.990216973899997,-87.695134269199997,3290,263,317.14996992,2738,1
41.983871133000001,-87.698625314899999,3932,763,969.759270672,2880,1
41.983333532099998,-87.702199457700004,3528,542,667.233691724,2597,2
41.983376048700002,-87.693702017400000,3550,813,1006.91060149,2535,1
41.991365296700003,-87.660645248899996,2571,379,455.849097737,1950,0
41.991203741800000,-87.657198880099997,2548,356,437.766676686,1950,0
41.917998388900003,-87.714350771400007,2210,556,694.521481198,1454,1
41.916364154900002,-87.716339006499993,2219,520,658.050187967,1499,1
41.927147276399999,-87.709780767799998,1808,576,721.454225559,990,0
41.929484873200003,-87.713460829900001,1989,757,926.115646607,990,0
41.929720833499999,-87.712545279799997,1939,707,859.376323298,990,0
41.929695264099998,-87.714384954099998,2042,810,984.551368408,990,0
41.932617548700001,-87.715190240900000,2003,771,971.580443605,990,0
41.929408390200003,-87.716208841400004,2188,629,767.636654129,1377,1
41.929380330400001,-87.722937452699995,2257,569,704.942443603,1458,1
41.929482682699998,-87.719035547100006,2187,646,811.097360898,1311,1
41.933016825099998,-87.719970406800002,2020,717,903.588195485,1115,1
41.934393388799997,-87.718793262700004,1932,564,692.420563902,1180,1
41.937744317200000,-87.721190930199995,1933,410,507.877563907,1275,1
41.938730757099997,-87.723857986699997,1975,460,562.954270672,1327,1
41.941851768399999,-87.725127787900007,2145,518,637.27803007,1439,1
41.940725376099998,-87.724176441500006,2028,446,544.559496236,1394,1
41.940306472000003,-87.722022353900002,2045,538,662.842315784,1354,1
41.941611942599998,-87.715985314600005,2144,762,947.007150369,1140,0
41.941911952399998,-87.720237214199997,2108,641,799.288812024,1314,1
41.943688692899997,-87.723956716700002,2270,718,899.234954881,1394,1
41.943672393200004,-87.725179198800006,2224,672,848.37503759,1394,1
41.945284575300001,-87.723697507300002,2226,718,907.106233078,1377,1
41.949553333200001,-87.721044291799998,1945,443,553.132864659,1260,0
41.947439932899997,-87.715496633100003,2092,590,738.801481198,1260,0
41.951146358899997,-87.711301587299999,2228,464,570.345233078,1508,1
41.949348051999998,-87.709423737700007,2381,617,771.231609018,1508,1
41.946847533899998,-87.706908955000003,2185,606,768.059939847,1456,1
41.774097861999998,-87.722950177399994,3930,645,817.881834582,2925,1
41.781360894199999,-87.724970553199995,3444,699,883.289390971,2462,1
41.780762047000003,-87.719137814899995,3449,809,1032.16242857,2357,1
41.779479405700002,-87.714306508899995,3224,374,458.012676686,2668,1
41.785804088299997,-87.716823580300002,2926,325,406.700383455,2318,1
41.784894770999998,-87.716799714700002,3030,429,532.086428566,2318,1
41.783945639499997,-87.719226992200007,3181,541,679.217428566,2357,1
41.783201327999997,-87.723192491500001,3269,554,689.549639091,2432,1
41.784782798499997,-87.723849588700006,3134,419,512.733887211,2432,1
41.784778634399999,-87.724461337299999,3138,423,527.742593981,2432,1
41.784747000700001,-87.728125291599994,3143,366,452.8247218,2494,1
41.786581748800003,-87.726648397800005,3133,388,478.467676686,2462,1
41.789366708499998,-87.721828121100003,3298,620,779.693300746,2395,1
41.790242357399997,-87.724611500699993,3514,629,794.039428566,2544,1
41.791157200999997,-87.724333834199996,3464,579,717.615097737,2544,1
41.788532480999997,-87.736193699099999,2723,1011,1276.7476015,1470,0
41.789985808499999,-87.727666901899994,3541,620,777.683135332,2580,1
41.792966207799999,-87.724082216400006,3262,377,470.217218041,2544,1
41.794401606800001,-87.720437785499996,3259,442,542.739759392,2476,1
41.795394325499998,-87.715253453000003,3272,539,674.899428566,2392,1
41.786386211699998,-87.708865283500003,3088,1066,1357.18887969,1654,1
41.787280299099997,-87.709815660900006,2818,1149,1476.74466917,1530,1
41.788872699700001,-87.709861814500002,3075,1171,1503.98804511,1536,1
41.788883488499998,-87.709249827899995,3035,1131,1451.15104511,1536,1
41.781801298500000,-87.711665622900000,3222,706,892.009195483,2233,1
41.785321800799998,-87.704232353199998,2493,786,998.337669168,1568,1
41.786398912099997,-87.706725377699996,2634,927,1175.72263157,1568,1
41.790766067900002,-87.705009394300006,2396,819,1042.14066917,1438,1
41.790729168299997,-87.707465427200006,2591,1014,1296.95166917,1438,1
41.790870593199998,-87.698905549399996,2588,1011,1295.67391729,1438,1
41.744295173099999,-87.642938332000000,2829,817,1040.68805263,1712,1
41.749546593799998,-87.643398256799998,2461,359,435.774052626,1706,1
41.738743476700002,-87.637926635900001,2476,527,656.737511272,1639,1
41.737319407299999,-87.639701005099994,2359,410,501.241511272,1639,1
41.724105243899999,-87.650885118299996,2794,458,557.954451122,1953,1
41.725929593700002,-87.650934130500005,2851,618,768.71451879,2023,1
41.722435832300000,-87.656929903100007,2689,332,406.572593981,2147,1
41.722493879900000,-87.652671553600001,2755,419,514.335443603,1953,1
41.722502379200002,-87.652063392499997,2722,386,462.181729316,1953,1
41.722307997300000,-87.650673157000000,2519,256,306.934954883,2023,1
41.721095031099999,-87.652146955999996,2494,231,279.719383455,2023,1
41.723992599900001,-87.659398930799995,2852,406,504.915842101,2236,1
41.724226231199999,-87.641165056399998,2511,450,551.404511272,1821,1
41.720595392600003,-87.639853352900005,2339,278,336.631218041,1821,1
41.722470337799997,-87.636268745699994,2217,248,298.766842101,1729,1
41.718748236600000,-87.642231527800007,2474,388,483.020466161,1846,1
